"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"7KV5BYMX","journalArticle","2010","Vahey, Nigel; Boles, Shawn; Barnes-Holmes, Dermot","Measuring adolescents' smoking-related social identity preferences with the Implicit Relational Assessment Procedure (IRAP) for the first time: A starting point that explains later IRAP evolutions","International Journal of Psychology & Psychological Therapy","","1577-7057","","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2010-21921-008&site=ehost-live","[Correction Notice: An Erratum for this article was reported in Vol 14(1) of International Journal of Psychology & Psychological Therapy (see record [rid]2014-13028-010[/rid]). In the original article Figure 2 on page 463 contained several mistakes. The correct figure is present in the erratum.] This preliminary study is the first to illustrate the conceptual rationale for, and methodological potential of, an Implicit Relational Assessment Procedure designed to measure adolescents' smoking-related social identity preferences (SIP-IRAP). Even with a small sample comprising of eight adolescent smokers and eight nonsmokers, the IRAP data tentatively suggested that adolescent smokers have a tendency to relate the sample word 'Smoker' as 'Similar' to social acceptance words, but adolescent nonsmokers do not. The IRAP further distinguished smokers from nonsmokers by their tendency to relate 'Nonsmoker' as 'Similar' to social rejection words. The current study, in its presentation of an uncomplicated 'preparation-IRAP' for participants to rehearse before taking the SIP-IRAP, constitutes the earliest attempt to optimise participant performance on the original IRAP methodology. Given that the raison d' etre of the IRAP is to continually optimise experimental control over the measurement of verbal biases, we use the current study as a basis for explicating the chronology and evolving rationale for subsequent evolutions of the IRAP methodology currently entering the literature. A central aim of our account is to use IRAP first principles to collate and interpret such recent optimisations of the IRAP methodology, in order to recommend how best to use the IRAP in future investigations probing the verbal networks of adolescent smokers. The current preliminary study particularly emphasized the importance for optimising the precision of the IRAP, of using adjunctive participant preparation procedures. The current paper suggests how with optimizations, the IRAP is likely to provide additional predictive utility over self-report measures for adolescents, particularly when applied to relatively stigmatized or impulsive behaviours. (PsycINFO Database Record (c) 2017 APA, all rights reserved)","2010","2018-12-23 11:59:01","2018-12-23 11:59:01","","453-474","","3","10","","International Journal of Psychology & Psychological Therapy","","","","","","","","","","","psyh","2010-21921-008","EBSCOhost","","","","/Users/Ian/Zotero Data/storage/NX569TDH/Vahey et al. - 2010 - Measuring adolescents' smoking-related social iden.pdf","","Adolescent Attitudes; adolescent smoking; Implicit Relational Assessment Procedure; social acceptance; Social Acceptance; Social Identity; social identity preferences; social rejection; Tobacco Smoking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F6KRSLDK","journalArticle","2009","Power, Patricia; Barnes-Holmes, Dermot; Barnes-Holmes, Yvonne; Stewart, Ian","The Implicit Relational Assessment Procedure (IRAP) as a measure of implicit relative preferences: A first study","The Psychological Record","","0033-2933","10.1007/BF03395684","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2009-21506-007&site=ehost-live","The Implicit Relational Assessment Procedure (IRAP) was designed to examine implicit beliefs or attitudes. In Experiment 1, response latencies obtained from Irish participants on the IRAP showed a strong preference for Irish over Scottish and American over African. In contrast, responses to explicit Likert measures diverged from the IRAP performance in indicating Irish equally likeable to Scottish and African more likeable than American. Using a similar IRAP, Experiment 2 showed that participants from the United States showed strong implicit preferences for American over Irish, Irish over Scottish, and Scottish over African; the explicit Likert measures again diverged from the IRAP. The findings provide preliminary support for the IRAP as a useful measure of implicit beliefs. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","2009","2018-12-23 11:59:02","2023-01-10 19:05:40","","621-640","","4","59","","The Psychological Record","","","","","","","","","","","psyh","2009-21506-007","EBSCOhost","","","","/Users/Ian/Zotero Data/storage/FB58YTPQ/Power et al. - 2009 - The implicit relational assessment procedure (IRAP.pdf","","Attitudes; implicit attitudes; implicit beliefs; Implicit Learning; Implicit Relational Assessment Procedure; implicit relative preferences; Measurement; Preferences","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9HH33WL4","journalArticle","2009","Cullen, Claire; Barnes-Holmes, Dermot; Barnes-Holmes, Yvonne; Stewart, Ian","The Implicit Relational Assessment Procedure (IRAP) and the malleability of ageist attitudes","The Psychological Record","","0033-2933","https://doi.org/10.1007/BF03395683","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2009-21506-006&site=ehost-live","The current study examined the malleability of implicit attitudes using the Implicit Relational Assessment Procedure (IRAP). In Experiment 1, 'similar' and 'opposite' were presented as response options with the sample terms 'old people' and 'young people' and various positive and negative target stimuli. Results showed significantly faster response latencies for consistent (e.g., Similar-Positive-Young People) compared to inconsistent tasks (e.g., Similar-Positive-Old People). Explicit measures did not correlate with this IRAP effect. Experiment 2 determined whether prior exposure to pictures of admired and disliked old and young individuals had an impact on IRAP performance. Results revealed that pro-old exemplars reduced the pro-young IRAP effect, but reversed the anti-old effect, and this held for 24 h; explicit measures were largely unaffected. The findings suggest that the IRAP provides an informative measure of attitude-change following pro- versus anti-exemplar training. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","2009","2018-12-23 11:59:02","2023-01-10 18:38:57","","591-620","","4","59","","The Psychological Record","","","","","","","","","","","","2009-21506-006","EBSCOhost","","","","/Users/Ian/Zotero Data/storage/DW2B3PJ2/Cullen et al. - 2009 - The Implicit relational assessment procedure (IRAP.pdf","","Ageism; ageist attitudes; implicit attitudes; Implicit Learning; Implicit Relational Assessment Procedure; malleability; Measurement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WUEMKJXL","journalArticle","2017","McEnteggart, Ciara; Barnes-Holmes, Yvonne; Mellon, Mirte; van Dongen, Linde; Hendriks, Annemieke; Bames-Holmes, Dermot; Egger, Jos; Harte, Colin","Recommendations for using the IRAP with a medicated in-patient population with a diagnosis of psychosis","International Journal of Psychology & Psychological Therapy","","1577-7057","","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2017-49208-005&site=ehost-live","The current professional interest brief aims to outline the feasibility of using the Implicit Relational Assessment Procedure (IRAP) in a pilot study of individuals who heard voices and of whom the majority had been given a diagnosis of psychosis, and a comparison sample of non-voice hearing controls against which the clinical data could be compared (clinical voice hearers, N = 9; controls, N = 9). The IRAP assessed acceptance and avoidance of positively versus negatively valenced voices. All clinical participants completed the IRAP in terms of reaching the standard accuracy and latency criteria, thus demonstrating that a clinical (specifically psychosis) sample can complete content-specific IRAPs. Indeed, some procedural modifications were required and these have been outlined in the current manuscript. Preliminary results at both the group and individual levels appear to be in a meaningful direction for the psychosis sample, but not for the controls, which was consistent with our predictions. Our preliminary data support the view that the IRAP may be used effectively with a resident in-patient population. (PsycINFO Database Record (c) 2018 APA, all rights reserved)","2017","2018-12-23 11:59:02","2018-12-23 11:59:02","","317-325","","3","17","","International Journal of Psychology & Psychological Therapy","","","","","","","","","","","psyh","2017-49208-005","EBSCOhost","","","","/Users/Ian/Zotero Data/storage/CRT76FZ8/McEnteggart et al. - 2017 - Recommendations for using the IRAP with a medicate.pdf","","clinical participants; Diagnosis; Drug Therapy; hearing voices; IRAP; psychosis; Psychosis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4CEZ6TIR","journalArticle","2008","Barnes-Holmes, Dermot; Hayden, Eilish; Barnes-Holmes, Yvonne; Stewart, Ian","The Implicit Relational Assessment Procedure (IRAP) as a response-time and event-related-potentials methodology for testing natural verbal relations: A preliminary study","The Psychological Record","","0033-2933","https://doi.org/10.1007/BF03395634","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2008-17181-001&site=ehost-live","The current article reports the first attempt to test the Implicit Relational Assessment Procedure (IRAP), as a group-based measure of natural verbal relations, using both response-latency and event-related potentials as dependent variables. On each trial of the IRAP, participants were presented with I of 2 attribute stimuli ('Pleasant' or 'Unpleasant'), a positive (e.g., 'Love') or negative (e.g., 'Murder') target stimulus, and 2 relational terms, 'Similar' and 'Opposite,' as response options. Participants were required to respond as quickly and accurately as possible across blocks of trials, with half of the blocks requiring responses that were deemed consistent (e.g., Pleasant-Love-Similar), and the other half inconsistent (e.g., Pleasant-Love-Opposite), with natural verbal relations. Shorter mean latencies were predicted for consistent than for inconsistent blocks. Two separate experiments supported this prediction. Event-related potentials, gathered during the second experiment, also proved to be sensitive to the IRAP, yielding more negative waveforms for inconsistent relative to consistent blocks of trials. A theoretical interpretation of the IRAP effect is offered, and important directions for future research are highlighted. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","2008","2018-12-23 11:59:02","2023-01-10 18:36:00","","497-516","","4","58","","The Psychological Record","","","","","","","","","","","psyh","2008-17181-001","EBSCOhost","","","","/Users/Ian/Zotero Data/storage/L9F8VFB5/Barnes-Holmes et al. - 2008 - The Implicit Relational Assessment Procedure (IRAP.pdf","","event related potentials; Evoked Potentials; Implicit Relational Assessment Procedure; Reaction Time; response latency; Response Latency; response time; verbal relations","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B9YC5YPF","journalArticle","2013","Nicholson, Emma; McCourt, Angela; Barnes-Holmes, Dermot","The Implicit Relational Assessment Procedure (IRAP) as a measure of obsessive beliefs in relation to disgust","Journal of Contextual Behavioral Science","","2212-1447","10.1016/j.jcbs.2013.02.002","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2017-01162-004&site=ehost-live","The Implicit Relational Assessment Procedure (IRAP) was utilized as a means of interpreting disgust in terms of the six domains of Obsessive-Compulsive Disorder as defined by the Obsessive Compulsive Cognitions Working Group; excessive responsibility, overestimation of threat, perfectionism, intolerance for uncertainty, over importance of thoughts and need to control thoughts. A non-clinical sample (N=44 undergraduate students) completed an IRAP designed to assess appraisals of disgust-inducing pictorial stimuli based on the six belief domains at the implicit level. A series of self-report measures including the Obsessive-Beliefs Questionnaire, the Padua Inventory and the STAI were also implemented. Results indicated that a greater bias toward appraising disgusting stimuli as being negative was related to excessive responsibility and overestimation of threat along with perfectionism and intolerance for uncertainty. Critically, these effects were found to be independent of anxiety supporting the influence of disgust responding in the etiology of OC tendencies. (PsycINFO Database Record (c) 2017 APA, all rights reserved)","2013-04-15","2018-12-23 11:59:02","2018-12-23 11:59:02","","23-30","","1-2","2","","Journal of Contextual Behavioral Science","","","","","","","","","","","psyh","2017-01162-004","EBSCOhost","","","","/Users/Ian/Zotero Data/storage/8KWM6ALC/Nicholson et al. - 2013 - The Implicit Relational Assessment Procedure (IRAP.pdf","","disgust; Disgust; implicit; Measurement; Obsessions; obsessive belief domains; Obsessive Compulsive Disorder; obsessive-compulsive disorder; Pictorial Stimuli; Test Validity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8FVLPE75","journalArticle","2013","Scheel, Matthew H.; Roscoe, Brian H.; Schaewe, Victoria G.; Yarbrough, Christina S.","Attitudes towards Muslims are more favorable on a survey than on an Implicit Relational Assessment Procedure (IRAP)","Current Research in Social Psychology","","1088-7423","","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2014-38440-001&site=ehost-live","Sugar ingestion bolsters cognitive resources, which should improve ability to inhibit expressing socially undesirable responses on explicit measures, including surveys. In this study, undergraduates drank regular or diet root-beer, then completed an Implicit Relational Assessment Procedure (IRAP) followed by an Anti-Muslim Prejudice Scale (AMPS). The IRAP indicated neutral attitudes about Muslims and positive attitudes about Westerners. However, the AMPS indicated significant pro-Muslim attitudes. There was no significant effect of drink on the AMPS. However, participants who drank regular root-beer showed stronger anti-Muslim bias on the IRAP. Increased bias following sugar ingestion may reflect a discrepancy between implicit and explicit measures. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","2013","2018-12-23 11:59:03","2018-12-23 11:59:03","","","","","22","","Current Research in Social Psychology","","","","","","","","","","","psyh","2014-38440-001","EBSCOhost","","","","/Users/Ian/Zotero Data/storage/XPEZRTEV/Scheel et al. - 2013 - Attitudes towards Muslims are more favorable on a .pdf","","Attitudes; cognitive resources; explicit measures; Measurement; Muslims; pro-Muslim attitudes; Racial and Ethnic Attitudes; Response Inhibition; Sugar ingestion; Sugars; Surveys","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DG2SE45R","journalArticle","2016","Hussey, Ian; Mhaoileoin, Dearbhaile Ní; Barnes-Holmes, Dermot; Ohtsuki, Tomu; Kishita, Naoko; Hughes, Sean; Murphy, Carol","The IRAP is nonrelative but not acontextual: Changes to the contrast category influence men’s dehumanization of women","The Psychological Record","","0033-2933","10.1007/s40732-016-0171-6","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2016-19908-010&site=ehost-live","The Implicit Relational Assessment Procedure (IRAP) is frequently employed over other measures of so-called implicit attitudes because it produces 4 independent and 'nonrelative' bias scores, thereby providing greater clarity around what drives an effect. Indeed, studies have sometimes emphasized the procedural separation of the four trial types by choosing to report only the results of a single, theoretically meaningful trial type. However, no research to date has examined the degree to which performance on a given trial type is impacted upon by other stimulus categories employed within the task. The current study examined the extent to which response biases toward 'women' are influenced by two different contrast categories: 'men' versus 'inanimate objects.' Results indicated that greater dehumanization of women was observed in the context of the latter relative to the former category. The findings highlight that the IRAP may be described as a nonrelative, but not acontextual, measure of brief and immediate relational responses. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","2016-06","2018-12-23 11:59:03","2018-12-23 11:59:03","","291-299","","2","66","","The Psychological Record","","","","","","","","","","","psyh","2016-19908-010","EBSCOhost","","","","/Users/Ian/Zotero Data/storage/CX2FWT8B/Hussey et al. - 2016 - The IRAP is nonrelative but not acontextual Chang.pdf","","Dehumanization of women; Human Females; Implicit Attitudes; Implicit Relational Assessment Procedure; Male Attitudes; Relational Frame Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KQMWSWPT","journalArticle","2017","Cartwright, Aoife; Hussey, Ian; Roche, Bryan; Dunne, Jenny; Muphy, Carol","An investigation into the relationship between the gender binary and occupational discrimination using the Implicit Relational Assessment Procedure","The Psychological Record","","0033-2933","10.1007/s40732-016-0212-1","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2016-59348-001&site=ehost-live","The social construction of gender-as-binary plays an important role within many contemporary theories of gender inequality. However, to date, the field of psychology has struggled with the operationalization and assessment of binarist ideologies. The current article proposes a technical framework for the analysis of the gender binary and assesses the suitability of the Implicit Relational Assessment Procedure (IRAP) as a measure of binarist gender beliefs. Forty-seven undergraduate students (26 female; Mage = 23.84) completed two IRAPs assessing the coordination of certain traits exclusively with women and others exclusively with men. Effects found on the IRAP were in the expected direction (i.e., relating men but not women with certain traits and women but not men with other traits). In addition, the traits ascribed to men within the IRAP were evaluated as more hirable by a large majority of participants (83%) on an explicit preference task. The results therefore support the arguments that, first, gender traits do seem to be framed oppositionally in language and, second, this binary may underpin existing gender hierarchies in certain contexts. (PsycINFO Database Record (c) 2017 APA, all rights reserved)","2017-03","2018-12-23 11:59:03","2023-01-10 18:56:42","","121-130","","1","67","","The Psychological Record","","","","","","","","","","","psyh","2016-59348-001","EBSCOhost","","","","/Users/Ian/Zotero Data/storage/AWIYIZVS/Cartwright et al. - 2016 - An Investigation into the Relationship between the.pdf","","College Students; Gender binarism; gender discrimination; Human Sex Differences; Implicit Attitudes; Implicit Relational Assessment Procedure; Personality Traits; Relational Frame Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UDNNYRXA","journalArticle","2018","Pennie, Brian; Kelly, Michelle E.","An examination of generalised implicit biases towards ‘wanting more’ as a proxy measure of materialistic behaviour: A Relational Frame Theory (RFT) perspective","Journal of Contextual Behavioral Science","","2212-1447","10.1016/j.jcbs.2018.02.004","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2018-25926-003&site=ehost-live","The research investigated the contextual effects of mood on implicit measures of ‘wanting more’ as a proxy of materialism and investigated the basic verbal processes underpinning this behaviour. Sixty university students were recruited to participate. Participants were exposed to either a positive (n = 21), negative (n = 20) or neutral (n = 19) mood induction procedure; an Implicit Relational Assessment Procedure (IRAP) examining biases towards wanting more or less; and questionnaires assessing life satisfaction (Satisfaction with Life Scale; SWLS), materialism (Material Values Scale; MVS), and positive and negative affect (Positive and Negative Affect Schedule; PANAS). On the IRAP, shorter mean response latencies across consistent (more-good/less-bad) compared to inconsistent (more-bad/less-good) trial-blocks were interpreted as an implicit bias towards ‘wanting more’. Compared to the neutral mood condition, participants in the positive mood condition demonstrated an increased bias towards ‘wanting less’ (p = .028). Several predicted associations were also observed. Measures of negative affect and reduced life satisfaction were significantly associated with an implicit bias towards ‘wanting more’ (rs 's ranging from−.455 to −.565, p's ranging from .01 to .038), while reduced levels of materialism were significantly correlated with an implicit bias towards wanting less (rs = .579, p = .006). The findings provide preliminary support for the IRAP as a generalised implicit measure of ‘wanting more’ as a proxy of materialism; and suggest that changes in mood may influence this effect. Findings are discussed from a Relational Frame Theory (RFT) perspective. (PsycINFO Database Record (c) 2018 APA, all rights reserved)","2018-04","2018-12-23 11:59:03","2023-01-10 19:05:12","","17-28","","","8","","Journal of Contextual Behavioral Science","","","","","","","","","","","psyh","2018-25926-003","EBSCOhost","","","","/Users/Ian/Zotero Data/storage/5F8VTLEL/Pennie and Kelly - 2018 - An examination of generalised implicit biases towa.pdf","","Cognitive Bias; Contextual Associations; Emotional States; Implicit Relational Assessment Procedure (IRAP); Life Satisfaction; Materialism; Mood induction; Psychological Theories; Relational Frame Theory (RFT); Verbal Communication; Wanting more","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CMHMBLM9","journalArticle","2016","Finn, Martin; Barnes-Holmes, Dermot; Hussey, Ian; Graddy, Joseph","Exploring the behavioral dynamics of the implicit relational assessment procedure: The impact of three types of introductory rules","The Psychological Record","","0033-2933","10.1007/s40732-016-0173-4","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2016-19908-012&site=ehost-live","The Implicit Relational Assessment Procedure (IRAP) is increasingly used in applied and clinical settings, and yet many of the procedural variables of the measure have not been subjected to a systematic analysis. One such variable is the type of rules that are employed when instructing the IRAP and the effect this might have on participants’ performances. In the current article, three experiments were used to assess the impact of three different types of rules or instructions on IRAP performance. The instructions varied in the degree to which they specified parts of the relational network being assessed by the IRAP. The findings showed that the type of rule presented to participants during an IRAP can have a dramatic effect on the strength and direction of the trial-type effects that are produced by the measure. Furthermore, the type of instructions employed appear to interact with the order in which the IRAP blocks are presented (history-consistent versus history-inconsistent). The findings indicate that the behavioural dynamics that occur when participants complete an IRAP require extensive and systematic experimental and conceptual analyses, and this work will likely have an important bearing on research seeking to investigate the predictive validity of the IRAP in applied research settings. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","2016-06","2018-12-23 11:59:03","2020-06-10 17:21:41","","309-321","","2","66","","The Psychological Record","","","","","","","","","","","","2016-19908-012","EBSCOhost","","","","/Users/Ian/Zotero Data/storage/CRCEUU5E/Finn et al. - 2016 - Exploring the behavioral dynamics of the implicit .pdf","","D-IRAP scores; Implicit Attitudes; Measurement; Performance; Relational Frame Theory; Trial-types","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MDXQAPJW","journalArticle","2016","Bast, Diana Ferroni; Linares, Ila Marques Porto; Gomes, Caina; Kovac, Roberta; Barnes-Holmes, Dermot","The Implicit Relational Assessment Procedure (IRAP) as a measure of self-forgiveness: The impact of a training history in clinical behavior analysis","The Psychological Record","","0033-2933","10.1007/s40732-016-0162-7","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2017-00628-015&site=ehost-live","The current study aimed to test the effect of behavior therapy training on the assessment of self-forgiveness, focusing on the feelings or outcomes that may be associated with failing and succeeding in everyday life, using 2 Implicit Relational Assessment Procedures (IRAPs) that had been developed across a series of previously published studies. Additionally, the research explored the extent to which responding on the IRAP correlated with standardized measures of psychopathology, including depression, anxiety, stress, and a scale that was based directly on the IRAP. Forty undergraduate and postgraduate students completed the study (20 individuals who were teaching on, attending, or who had attended a course in clinical behavior analysis and 20 students from different fields). The two groups (behavior therapists and nontherapists) completed the 2 IRAPs and the explicit measures. Overall, only 1 of the 2 IRAPs, the one that targeted feelings rather than outcomes, produced clear and significant differences between the behavior therapist and nontherapist groups. This result indicated that the diverging performances were specific to the stimuli that were presented in the IRAP rather than reflecting a generic between-group difference produced by the measure itself. Furthermore, both IRAPs predicted levels of self-reported psychopathology and self-compassion. A number of potential reasons why this pattern of results emerged using the 2 IRAPs and explicit measures with these 2 groups of participants are considered. (PsycINFO Database Record (c) 2017 APA, all rights reserved)","2016-03","2018-12-23 11:59:04","2018-12-23 11:59:04","","177-190","","1","66","","The Psychological Record","","","","","","","","","","","psyh","2017-00628-015","EBSCOhost","","","","/Users/Ian/Zotero Data/storage/85SCMFDN/Bast et al. - 2016 - The Implicit Relational Assessment Procedure (IRAP.pdf","","Behavior therapy; Behavior Therapy; Failures; Feelings and outcomes; Forgiveness; Graduate Psychology Education; Implicit measure; Measurement; Psychometrics; Psychotherapy Training; Self-forgiveness; Test Reliability; Test Validity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GQ6MQ4DQ","journalArticle","2016","Drake, Chad E.; Seymour, Kail H.; Habib, Reza","Testing the IRAP: Exploring the reliability and fakability of an idiographic approach to interpersonal attitudes","The Psychological Record","","0033-2933","10.1007/s40732-015-0160-1","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2017-00628-013&site=ehost-live","Although multiple studies have demonstrated that the Implicit Association Test (IAT) can be successfully faked, a single study using the Implicit Relational Assessment Procedure (IRAP; McKenna, Barnes-Holmes, Barnes-Holmes, & Stewart, International Journal of Psychology and Psychological Therapy, 7(2): 253–268, 2007) concluded that this behavior-analytic alternative to implicit measures may be relatively immune to faking. The current study examined the fakability of the IRAP using more accessible faking instructions and an idiographic approach to stimulus selection. The methodology also provided an opportunity to examine split-half and test–retest reliability, an underreported statistic among existing IRAP publications. Three IRAPs were delivered in succession to 102 undergraduates randomly assigned to one of three conditions: three real IRAPs, two real IRAPs followed by a faked IRAP, or one real IRAP followed by two faked IRAPs. Split-half reliabilities were acceptable for four of the six real IRAPs and excellent for the three faked IRAPs. For the group receiving three real IRAPs, consecutive IRAPs generated significant test–retest correlations; the group engaging in two consecutive faked IRAPs also generated a significant test–retest correlation. Furthermore, all groups that received faking instructions subsequently demonstrated significantly reversed IRAP performance compared to previous real IRAPs and to real IRAPs in other conditions: Faking was robustly demonstrated. These results may have implications with regard not only to the fakability but also the reliability of the measure. Future research might focus on methods of detecting and/or preventing faking of the procedure. (PsycINFO Database Record (c) 2017 APA, all rights reserved)","2016-03","2018-12-23 11:59:04","2018-12-23 11:59:04","","153-163","","1","66","","The Psychological Record","","","","","","","","","","","psyh","2017-00628-013","EBSCOhost","","","","/Users/Ian/Zotero Data/storage/A54GNRII/Drake et al. - 2016 - Testing the IRAP Exploring the reliability and fa.pdf","","Faking; Idiographic; Implicit Relational Assessment Procedure; Interpersonal Relationships; Psychometrics; Relationships; Reliability; Test Reliability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"66RNVCRC","journalArticle","2015","Rönspies, Jelena; Schmidt, Alexander F.; Melnikova, Anna; Krumova, Rosina; Zolfagari, Asadeh; Banse, Rainer","Indirect measurement of sexual orientation: Comparison of the Implicit Relational Assessment Procedure, viewing time, and choice reaction time tasks","Archives of Sexual Behavior","","0004-0002","10.1007/s10508-014-0473-1","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2015-07679-001&site=ehost-live","The present study was conducted to validate an adaptation of the Implicit Relational Assessment Procedure (IRAP) as an indirect latency-based measure of sexual orientation. Furthermore, reliability and criterion validity of the IRAP were compared to two established indirect measures of sexual orientation: a Choice Reaction Time task (CRT) and a Viewing Time (VT) task. A sample of 87 heterosexual and 35 gay men completed all three indirect measures in an online study. The IRAP and the VT predicted sexual orientation nearly perfectly. Both measures also showed a considerable amount of convergent validity. Reliabilities (internal consistencies) reached satisfactory levels. In contrast, the CRT did not tap into sexual orientation in the present study. In sum, the VT measure performed best, with the IRAP showing only slightly lower reliability and criterion validity, whereas the CRT did not yield any evidence of reliability or criterion validity in the present research. The results were discussed in the light of specific task properties of the indirect latency-based measures (task-relevance vs. task-irrelevance). (PsycINFO Database Record (c) 2016 APA, all rights reserved)","2015-07","2018-12-23 11:59:04","2023-01-10 19:07:12","","1483-1492","","5","44","","Archives of Sexual Behavior","","","","","","","","","","","psyh","2015-07679-001","EBSCOhost","","","","/Users/Ian/Zotero Data/storage/K9ZHRABI/Rönspies et al. - 2015 - Indirect measurement of sexual orientation Compar.pdf","","Adult; Choice Behavior; Choice Reaction Time; Female; Heterosexuality; Homosexuality, Male; Humans; Implicit Relational Assessment Procedure; Male; Male Homosexuality; Psychometrics; Reaction Time; Reproducibility of Results; Self Concept; Sexual Behavior; Sexual orientation; Sexual Orientation; Surveys and Questionnaires; Test Reliability; Test Validity; Viewing Time; Young Adult","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
